"","Gargett.ï..Year","Gargett.Season","Gargett.Scenario","Gargett.Site","Gargett.Habitat","Mirani.ï..Year","Mirani.Season","Mirani.Scenario","Mirani.Site","Mirani.Habitat","Sarichs.ï..Year","Sarichs.Season","Sarichs.Scenario","Sarichs.Site","Sarichs.Habitat","Whitefd.ï..Year","Whitefd.Season","Whitefd.Scenario","Whitefd.Site","Whitefd.Habitat"
"545",1913,"Jan-Mar","FE","Gargett",18.54,1913,"Jan-Mar","FE","Mirani",2.78,1913,"Jan-Mar","FE","Sarichs",7.28,1913,"Jan-Mar","FE","Whitefd",4.5
"546",1914,"Jan-Mar","FE","Gargett",7.84,1914,"Jan-Mar","FE","Mirani",8.97,1914,"Jan-Mar","FE","Sarichs",0,1914,"Jan-Mar","FE","Whitefd",0
"547",1915,"Jan-Mar","FE","Gargett",8.06,1915,"Jan-Mar","FE","Mirani",3.2,1915,"Jan-Mar","FE","Sarichs",0,1915,"Jan-Mar","FE","Whitefd",0
"548",1916,"Jan-Mar","FE","Gargett",21.67,1916,"Jan-Mar","FE","Mirani",4.34,1916,"Jan-Mar","FE","Sarichs",2.59,1916,"Jan-Mar","FE","Whitefd",1.16
"549",1917,"Jan-Mar","FE","Gargett",12.49,1917,"Jan-Mar","FE","Mirani",5.14,1917,"Jan-Mar","FE","Sarichs",1.29,1917,"Jan-Mar","FE","Whitefd",0.46
"550",1918,"Jan-Mar","FE","Gargett",8.82,1918,"Jan-Mar","FE","Mirani",3.99,1918,"Jan-Mar","FE","Sarichs",2.52,1918,"Jan-Mar","FE","Whitefd",1.61
"551",1919,"Jan-Mar","FE","Gargett",7.97,1919,"Jan-Mar","FE","Mirani",3.01,1919,"Jan-Mar","FE","Sarichs",1.3,1919,"Jan-Mar","FE","Whitefd",0.45
"552",1920,"Jan-Mar","FE","Gargett",11.98,1920,"Jan-Mar","FE","Mirani",1.59,1920,"Jan-Mar","FE","Sarichs",2.86,1920,"Jan-Mar","FE","Whitefd",1.63
"553",1921,"Jan-Mar","FE","Gargett",14.6,1921,"Jan-Mar","FE","Mirani",6.48,1921,"Jan-Mar","FE","Sarichs",4.86,1921,"Jan-Mar","FE","Whitefd",2.85
"554",1922,"Jan-Mar","FE","Gargett",7.48,1922,"Jan-Mar","FE","Mirani",4.76,1922,"Jan-Mar","FE","Sarichs",0.71,1922,"Jan-Mar","FE","Whitefd",1.12
"555",1923,"Jan-Mar","FE","Gargett",11.05,1923,"Jan-Mar","FE","Mirani",4.77,1923,"Jan-Mar","FE","Sarichs",0.69,1923,"Jan-Mar","FE","Whitefd",0.39
"556",1924,"Jan-Mar","FE","Gargett",9.02,1924,"Jan-Mar","FE","Mirani",2.75,1924,"Jan-Mar","FE","Sarichs",2.38,1924,"Jan-Mar","FE","Whitefd",1.17
"557",1925,"Jan-Mar","FE","Gargett",6.51,1925,"Jan-Mar","FE","Mirani",1.93,1925,"Jan-Mar","FE","Sarichs",0.11,1925,"Jan-Mar","FE","Whitefd",0.17
"558",1926,"Jan-Mar","FE","Gargett",18.86,1926,"Jan-Mar","FE","Mirani",6.75,1926,"Jan-Mar","FE","Sarichs",5.2,1926,"Jan-Mar","FE","Whitefd",1.08
"559",1927,"Jan-Mar","FE","Gargett",21.66,1927,"Jan-Mar","FE","Mirani",16.09,1927,"Jan-Mar","FE","Sarichs",5.05,1927,"Jan-Mar","FE","Whitefd",1.55
"560",1928,"Jan-Mar","FE","Gargett",15.84,1928,"Jan-Mar","FE","Mirani",5.42,1928,"Jan-Mar","FE","Sarichs",4.96,1928,"Jan-Mar","FE","Whitefd",3.56
"561",1929,"Jan-Mar","FE","Gargett",9.54,1929,"Jan-Mar","FE","Mirani",2.72,1929,"Jan-Mar","FE","Sarichs",5.63,1929,"Jan-Mar","FE","Whitefd",5.17
"562",1930,"Jan-Mar","FE","Gargett",7.97,1930,"Jan-Mar","FE","Mirani",3.92,1930,"Jan-Mar","FE","Sarichs",0.08,1930,"Jan-Mar","FE","Whitefd",0.29
"563",1931,"Jan-Mar","FE","Gargett",7.48,1931,"Jan-Mar","FE","Mirani",5.33,1931,"Jan-Mar","FE","Sarichs",2.41,1931,"Jan-Mar","FE","Whitefd",1.67
"564",1932,"Jan-Mar","FE","Gargett",10.58,1932,"Jan-Mar","FE","Mirani",4.45,1932,"Jan-Mar","FE","Sarichs",2.18,1932,"Jan-Mar","FE","Whitefd",1.4
"565",1933,"Jan-Mar","FE","Gargett",15.29,1933,"Jan-Mar","FE","Mirani",5.34,1933,"Jan-Mar","FE","Sarichs",5.4,1933,"Jan-Mar","FE","Whitefd",2.89
"566",1934,"Jan-Mar","FE","Gargett",6.6,1934,"Jan-Mar","FE","Mirani",1.8,1934,"Jan-Mar","FE","Sarichs",0,1934,"Jan-Mar","FE","Whitefd",0.06
"567",1935,"Jan-Mar","FE","Gargett",5.37,1935,"Jan-Mar","FE","Mirani",0.8,1935,"Jan-Mar","FE","Sarichs",0.05,1935,"Jan-Mar","FE","Whitefd",0.1
"568",1936,"Jan-Mar","FE","Gargett",9.54,1936,"Jan-Mar","FE","Mirani",1.13,1936,"Jan-Mar","FE","Sarichs",1.95,1936,"Jan-Mar","FE","Whitefd",1.49
"569",1937,"Jan-Mar","FE","Gargett",6.85,1937,"Jan-Mar","FE","Mirani",4.17,1937,"Jan-Mar","FE","Sarichs",0.28,1937,"Jan-Mar","FE","Whitefd",0.44
"570",1938,"Jan-Mar","FE","Gargett",14.74,1938,"Jan-Mar","FE","Mirani",3.66,1938,"Jan-Mar","FE","Sarichs",2.39,1938,"Jan-Mar","FE","Whitefd",0.94
"571",1939,"Jan-Mar","FE","Gargett",14.58,1939,"Jan-Mar","FE","Mirani",5.77,1939,"Jan-Mar","FE","Sarichs",0.32,1939,"Jan-Mar","FE","Whitefd",0.43
"572",1940,"Jan-Mar","FE","Gargett",22.15,1940,"Jan-Mar","FE","Mirani",7.82,1940,"Jan-Mar","FE","Sarichs",5.06,1940,"Jan-Mar","FE","Whitefd",3.43
"573",1941,"Jan-Mar","FE","Gargett",8.29,1941,"Jan-Mar","FE","Mirani",3.68,1941,"Jan-Mar","FE","Sarichs",2.99,1941,"Jan-Mar","FE","Whitefd",2
"574",1942,"Jan-Mar","FE","Gargett",14.34,1942,"Jan-Mar","FE","Mirani",9.82,1942,"Jan-Mar","FE","Sarichs",8.83,1942,"Jan-Mar","FE","Whitefd",1.69
"575",1943,"Jan-Mar","FE","Gargett",12.13,1943,"Jan-Mar","FE","Mirani",2.77,1943,"Jan-Mar","FE","Sarichs",2.55,1943,"Jan-Mar","FE","Whitefd",1.23
"576",1944,"Jan-Mar","FE","Gargett",7.22,1944,"Jan-Mar","FE","Mirani",2.91,1944,"Jan-Mar","FE","Sarichs",0.62,1944,"Jan-Mar","FE","Whitefd",0.29
"577",1945,"Jan-Mar","FE","Gargett",21.5,1945,"Jan-Mar","FE","Mirani",14.43,1945,"Jan-Mar","FE","Sarichs",5.45,1945,"Jan-Mar","FE","Whitefd",1.12
"578",1946,"Jan-Mar","FE","Gargett",13.96,1946,"Jan-Mar","FE","Mirani",4.86,1946,"Jan-Mar","FE","Sarichs",2.64,1946,"Jan-Mar","FE","Whitefd",1.32
"579",1947,"Jan-Mar","FE","Gargett",7.52,1947,"Jan-Mar","FE","Mirani",3.94,1947,"Jan-Mar","FE","Sarichs",1.95,1947,"Jan-Mar","FE","Whitefd",0.94
"580",1948,"Jan-Mar","FE","Gargett",11.89,1948,"Jan-Mar","FE","Mirani",9.24,1948,"Jan-Mar","FE","Sarichs",0.87,1948,"Jan-Mar","FE","Whitefd",0.45
"581",1949,"Jan-Mar","FE","Gargett",14.3,1949,"Jan-Mar","FE","Mirani",2.34,1949,"Jan-Mar","FE","Sarichs",0.49,1949,"Jan-Mar","FE","Whitefd",0.57
"582",1950,"Jan-Mar","FE","Gargett",23.52,1950,"Jan-Mar","FE","Mirani",19.53,1950,"Jan-Mar","FE","Sarichs",14.6,1950,"Jan-Mar","FE","Whitefd",5.63
"583",1951,"Jan-Mar","FE","Gargett",11.34,1951,"Jan-Mar","FE","Mirani",3.7,1951,"Jan-Mar","FE","Sarichs",3.7,1951,"Jan-Mar","FE","Whitefd",2.36
"584",1952,"Jan-Mar","FE","Gargett",22.86,1952,"Jan-Mar","FE","Mirani",7.65,1952,"Jan-Mar","FE","Sarichs",4.08,1952,"Jan-Mar","FE","Whitefd",4.51
"585",1953,"Jan-Mar","FE","Gargett",15.08,1953,"Jan-Mar","FE","Mirani",4.18,1953,"Jan-Mar","FE","Sarichs",2.38,1953,"Jan-Mar","FE","Whitefd",0.85
"586",1954,"Jan-Mar","FE","Gargett",9.56,1954,"Jan-Mar","FE","Mirani",4.37,1954,"Jan-Mar","FE","Sarichs",0.75,1954,"Jan-Mar","FE","Whitefd",0.16
"587",1955,"Jan-Mar","FE","Gargett",23.52,1955,"Jan-Mar","FE","Mirani",4.44,1955,"Jan-Mar","FE","Sarichs",0.51,1955,"Jan-Mar","FE","Whitefd",0.67
"588",1956,"Jan-Mar","FE","Gargett",18.9,1956,"Jan-Mar","FE","Mirani",8.54,1956,"Jan-Mar","FE","Sarichs",6.09,1956,"Jan-Mar","FE","Whitefd",3.28
"589",1957,"Jan-Mar","FE","Gargett",12.95,1957,"Jan-Mar","FE","Mirani",5.62,1957,"Jan-Mar","FE","Sarichs",9.13,1957,"Jan-Mar","FE","Whitefd",1.83
"590",1958,"Jan-Mar","FE","Gargett",15.93,1958,"Jan-Mar","FE","Mirani",6.6,1958,"Jan-Mar","FE","Sarichs",4.14,1958,"Jan-Mar","FE","Whitefd",2.99
"591",1959,"Jan-Mar","FE","Gargett",18.72,1959,"Jan-Mar","FE","Mirani",3.02,1959,"Jan-Mar","FE","Sarichs",3.91,1959,"Jan-Mar","FE","Whitefd",2.65
"592",1960,"Jan-Mar","FE","Gargett",13.34,1960,"Jan-Mar","FE","Mirani",5.39,1960,"Jan-Mar","FE","Sarichs",1.74,1960,"Jan-Mar","FE","Whitefd",1.9
"593",1961,"Jan-Mar","FE","Gargett",11.27,1961,"Jan-Mar","FE","Mirani",1.66,1961,"Jan-Mar","FE","Sarichs",1.5,1961,"Jan-Mar","FE","Whitefd",0.59
"594",1962,"Jan-Mar","FE","Gargett",22.13,1962,"Jan-Mar","FE","Mirani",10.55,1962,"Jan-Mar","FE","Sarichs",7.74,1962,"Jan-Mar","FE","Whitefd",4.04
"595",1963,"Jan-Mar","FE","Gargett",6.85,1963,"Jan-Mar","FE","Mirani",2.6,1963,"Jan-Mar","FE","Sarichs",0,1963,"Jan-Mar","FE","Whitefd",0.08
"596",1964,"Jan-Mar","FE","Gargett",7.13,1964,"Jan-Mar","FE","Mirani",2.06,1964,"Jan-Mar","FE","Sarichs",0,1964,"Jan-Mar","FE","Whitefd",0.08
"597",1965,"Jan-Mar","FE","Gargett",8.84,1965,"Jan-Mar","FE","Mirani",2.27,1965,"Jan-Mar","FE","Sarichs",4.11,1965,"Jan-Mar","FE","Whitefd",2.64
"598",1966,"Jan-Mar","FE","Gargett",6.97,1966,"Jan-Mar","FE","Mirani",2.9,1966,"Jan-Mar","FE","Sarichs",0,1966,"Jan-Mar","FE","Whitefd",0
"599",1967,"Jan-Mar","FE","Gargett",16.86,1967,"Jan-Mar","FE","Mirani",3.92,1967,"Jan-Mar","FE","Sarichs",2.97,1967,"Jan-Mar","FE","Whitefd",1.42
"600",1968,"Jan-Mar","FE","Gargett",6.25,1968,"Jan-Mar","FE","Mirani",3.03,1968,"Jan-Mar","FE","Sarichs",0.01,1968,"Jan-Mar","FE","Whitefd",0
"601",1969,"Jan-Mar","FE","Gargett",14.53,1969,"Jan-Mar","FE","Mirani",9.56,1969,"Jan-Mar","FE","Sarichs",9.03,1969,"Jan-Mar","FE","Whitefd",2.9
"602",1970,"Jan-Mar","FE","Gargett",7.09,1970,"Jan-Mar","FE","Mirani",1.01,1970,"Jan-Mar","FE","Sarichs",2.19,1970,"Jan-Mar","FE","Whitefd",1.21
"603",1971,"Jan-Mar","FE","Gargett",19.5,1971,"Jan-Mar","FE","Mirani",11.94,1971,"Jan-Mar","FE","Sarichs",9.45,1971,"Jan-Mar","FE","Whitefd",2.99
"604",1972,"Jan-Mar","FE","Gargett",7.78,1972,"Jan-Mar","FE","Mirani",4.18,1972,"Jan-Mar","FE","Sarichs",0.6,1972,"Jan-Mar","FE","Whitefd",0.4
"605",1973,"Jan-Mar","FE","Gargett",18.82,1973,"Jan-Mar","FE","Mirani",10.67,1973,"Jan-Mar","FE","Sarichs",0.38,1973,"Jan-Mar","FE","Whitefd",0.42
"606",1974,"Jan-Mar","FE","Gargett",21.56,1974,"Jan-Mar","FE","Mirani",9.69,1974,"Jan-Mar","FE","Sarichs",3.64,1974,"Jan-Mar","FE","Whitefd",2.86
"607",1975,"Jan-Mar","FE","Gargett",19.59,1975,"Jan-Mar","FE","Mirani",11.28,1975,"Jan-Mar","FE","Sarichs",1.21,1975,"Jan-Mar","FE","Whitefd",0.74
"608",1976,"Jan-Mar","FE","Gargett",12.35,1976,"Jan-Mar","FE","Mirani",6.12,1976,"Jan-Mar","FE","Sarichs",2.16,1976,"Jan-Mar","FE","Whitefd",2.14
"609",1977,"Jan-Mar","FE","Gargett",8.5,1977,"Jan-Mar","FE","Mirani",6.8,1977,"Jan-Mar","FE","Sarichs",4.53,1977,"Jan-Mar","FE","Whitefd",3.11
"610",1978,"Jan-Mar","FE","Gargett",6.06,1978,"Jan-Mar","FE","Mirani",3.36,1978,"Jan-Mar","FE","Sarichs",0.19,1978,"Jan-Mar","FE","Whitefd",0.11
"611",1979,"Jan-Mar","FE","Gargett",11.25,1979,"Jan-Mar","FE","Mirani",7.16,1979,"Jan-Mar","FE","Sarichs",5.96,1979,"Jan-Mar","FE","Whitefd",4.67
"612",1980,"Jan-Mar","FE","Gargett",23.95,1980,"Jan-Mar","FE","Mirani",3.42,1980,"Jan-Mar","FE","Sarichs",2.69,1980,"Jan-Mar","FE","Whitefd",1.17
"613",1981,"Jan-Mar","FE","Gargett",6.75,1981,"Jan-Mar","FE","Mirani",6.85,1981,"Jan-Mar","FE","Sarichs",0.94,1981,"Jan-Mar","FE","Whitefd",0.55
"614",1982,"Jan-Mar","FE","Gargett",4.91,1982,"Jan-Mar","FE","Mirani",1.77,1982,"Jan-Mar","FE","Sarichs",0.14,1982,"Jan-Mar","FE","Whitefd",0.01
"615",1983,"Jan-Mar","FE","Gargett",7.92,1983,"Jan-Mar","FE","Mirani",2.43,1983,"Jan-Mar","FE","Sarichs",0.71,1983,"Jan-Mar","FE","Whitefd",0.03
"616",1984,"Jan-Mar","FE","Gargett",8.09,1984,"Jan-Mar","FE","Mirani",3.03,1984,"Jan-Mar","FE","Sarichs",0.47,1984,"Jan-Mar","FE","Whitefd",0.24
"617",1985,"Jan-Mar","FE","Gargett",9.14,1985,"Jan-Mar","FE","Mirani",2.41,1985,"Jan-Mar","FE","Sarichs",1.68,1985,"Jan-Mar","FE","Whitefd",0.82
"618",1986,"Jan-Mar","FE","Gargett",7.87,1986,"Jan-Mar","FE","Mirani",5.17,1986,"Jan-Mar","FE","Sarichs",0,1986,"Jan-Mar","FE","Whitefd",0.14
"619",1987,"Jan-Mar","FE","Gargett",9.51,1987,"Jan-Mar","FE","Mirani",5.73,1987,"Jan-Mar","FE","Sarichs",1.32,1987,"Jan-Mar","FE","Whitefd",0.85
"620",1988,"Jan-Mar","FE","Gargett",10.78,1988,"Jan-Mar","FE","Mirani",1.41,1988,"Jan-Mar","FE","Sarichs",3.65,1988,"Jan-Mar","FE","Whitefd",0.7
"621",1989,"Jan-Mar","FE","Gargett",5.45,1989,"Jan-Mar","FE","Mirani",2.35,1989,"Jan-Mar","FE","Sarichs",0,1989,"Jan-Mar","FE","Whitefd",0.28
"622",1990,"Jan-Mar","FE","Gargett",13.3,1990,"Jan-Mar","FE","Mirani",8.55,1990,"Jan-Mar","FE","Sarichs",9.47,1990,"Jan-Mar","FE","Whitefd",2.88
"623",1991,"Jan-Mar","FE","Gargett",5.22,1991,"Jan-Mar","FE","Mirani",6.07,1991,"Jan-Mar","FE","Sarichs",0.43,1991,"Jan-Mar","FE","Whitefd",0.37
"624",1992,"Jan-Mar","FE","Gargett",5.64,1992,"Jan-Mar","FE","Mirani",2.59,1992,"Jan-Mar","FE","Sarichs",1.27,1992,"Jan-Mar","FE","Whitefd",0.53
"625",1993,"Jan-Mar","FE","Gargett",9.91,1993,"Jan-Mar","FE","Mirani",1.55,1993,"Jan-Mar","FE","Sarichs",0.91,1993,"Jan-Mar","FE","Whitefd",0.88
"626",1994,"Jan-Mar","FE","Gargett",5.02,1994,"Jan-Mar","FE","Mirani",1.47,1994,"Jan-Mar","FE","Sarichs",0.33,1994,"Jan-Mar","FE","Whitefd",0.19
"627",1995,"Jan-Mar","FE","Gargett",6.29,1995,"Jan-Mar","FE","Mirani",2.34,1995,"Jan-Mar","FE","Sarichs",0.34,1995,"Jan-Mar","FE","Whitefd",0.42
"628",1996,"Jan-Mar","FE","Gargett",7.37,1996,"Jan-Mar","FE","Mirani",1.05,1996,"Jan-Mar","FE","Sarichs",0.46,1996,"Jan-Mar","FE","Whitefd",0.54
"629",1997,"Jan-Mar","FE","Gargett",10.65,1997,"Jan-Mar","FE","Mirani",4.69,1997,"Jan-Mar","FE","Sarichs",2.42,1997,"Jan-Mar","FE","Whitefd",1.99
"630",1998,"Jan-Mar","FE","Gargett",33,1998,"Jan-Mar","FE","Mirani",11.35,1998,"Jan-Mar","FE","Sarichs",2.93,1998,"Jan-Mar","FE","Whitefd",2.6
"631",1999,"Jan-Mar","FE","Gargett",14.8,1999,"Jan-Mar","FE","Mirani",9.28,1999,"Jan-Mar","FE","Sarichs",2.21,1999,"Jan-Mar","FE","Whitefd",1.02
"632",2000,"Jan-Mar","FE","Gargett",15.77,2000,"Jan-Mar","FE","Mirani",11.55,2000,"Jan-Mar","FE","Sarichs",8.19,2000,"Jan-Mar","FE","Whitefd",1.35
"633",2001,"Jan-Mar","FE","Gargett",6.52,2001,"Jan-Mar","FE","Mirani",3.42,2001,"Jan-Mar","FE","Sarichs",1.05,2001,"Jan-Mar","FE","Whitefd",0.32
"634",2002,"Jan-Mar","FE","Gargett",7.36,2002,"Jan-Mar","FE","Mirani",5.23,2002,"Jan-Mar","FE","Sarichs",0.3,2002,"Jan-Mar","FE","Whitefd",0.12
"635",2003,"Jan-Mar","FE","Gargett",7.45,2003,"Jan-Mar","FE","Mirani",3.07,2003,"Jan-Mar","FE","Sarichs",0.95,2003,"Jan-Mar","FE","Whitefd",0.54
"636",2004,"Jan-Mar","FE","Gargett",5.4,2004,"Jan-Mar","FE","Mirani",3.02,2004,"Jan-Mar","FE","Sarichs",0.54,2004,"Jan-Mar","FE","Whitefd",0.19
"637",2005,"Jan-Mar","FE","Gargett",6.53,2005,"Jan-Mar","FE","Mirani",1.71,2005,"Jan-Mar","FE","Sarichs",0.02,2005,"Jan-Mar","FE","Whitefd",0.01
"638",2006,"Jan-Mar","FE","Gargett",16.97,2006,"Jan-Mar","FE","Mirani",3.79,2006,"Jan-Mar","FE","Sarichs",5.24,2006,"Jan-Mar","FE","Whitefd",1.46
"639",2007,"Jan-Mar","FE","Gargett",17.12,2007,"Jan-Mar","FE","Mirani",9.98,2007,"Jan-Mar","FE","Sarichs",9.18,2007,"Jan-Mar","FE","Whitefd",3.27
"640",2008,"Jan-Mar","FE","Gargett",19.89,2008,"Jan-Mar","FE","Mirani",6.05,2008,"Jan-Mar","FE","Sarichs",5.57,2008,"Jan-Mar","FE","Whitefd",2.02
"641",2009,"Jan-Mar","FE","Gargett",13.59,2009,"Jan-Mar","FE","Mirani",6.17,2009,"Jan-Mar","FE","Sarichs",1.1,2009,"Jan-Mar","FE","Whitefd",0.39
"642",2010,"Jan-Mar","FE","Gargett",19.93,2010,"Jan-Mar","FE","Mirani",12.87,2010,"Jan-Mar","FE","Sarichs",2.25,2010,"Jan-Mar","FE","Whitefd",0.86
"643",2011,"Jan-Mar","FE","Gargett",11.32,2011,"Jan-Mar","FE","Mirani",3.02,2011,"Jan-Mar","FE","Sarichs",2.78,2011,"Jan-Mar","FE","Whitefd",1.23
"644",2012,"Jan-Mar","FE","Gargett",7.87,2012,"Jan-Mar","FE","Mirani",2.06,2012,"Jan-Mar","FE","Sarichs",8.72,2012,"Jan-Mar","FE","Whitefd",1.44
"645",2013,"Jan-Mar","FE","Gargett",16.97,2013,"Jan-Mar","FE","Mirani",3.45,2013,"Jan-Mar","FE","Sarichs",2.25,2013,"Jan-Mar","FE","Whitefd",1.19
"646",2014,"Jan-Mar","FE","Gargett",7.94,2014,"Jan-Mar","FE","Mirani",2.15,2014,"Jan-Mar","FE","Sarichs",3.73,2014,"Jan-Mar","FE","Whitefd",1.27
"647",2015,"Jan-Mar","FE","Gargett",6.42,2015,"Jan-Mar","FE","Mirani",2.47,2015,"Jan-Mar","FE","Sarichs",0.89,2015,"Jan-Mar","FE","Whitefd",0.64
"648",2016,"Jan-Mar","FE","Gargett",14.02,2016,"Jan-Mar","FE","Mirani",9.51,2016,"Jan-Mar","FE","Sarichs",3.38,2016,"Jan-Mar","FE","Whitefd",2.11
"649",2017,"Jan-Mar","FE","Gargett",8.95,2017,"Jan-Mar","FE","Mirani",1.83,2017,"Jan-Mar","FE","Sarichs",1.65,2017,"Jan-Mar","FE","Whitefd",0.19
"650",2018,"Jan-Mar","FE","Gargett",13.57,2018,"Jan-Mar","FE","Mirani",4.92,2018,"Jan-Mar","FE","Sarichs",6.25,2018,"Jan-Mar","FE","Whitefd",5.92
"651",1889,"Apr-Jun","FE","Gargett",20.99,1889,"Apr-Jun","FE","Mirani",15.44,1889,"Apr-Jun","FE","Sarichs",28.27,1889,"Apr-Jun","FE","Whitefd",13.17
"652",1890,"Apr-Jun","FE","Gargett",22.48,1890,"Apr-Jun","FE","Mirani",9.44,1890,"Apr-Jun","FE","Sarichs",23.29,1890,"Apr-Jun","FE","Whitefd",10.28
"653",1891,"Apr-Jun","FE","Gargett",9.16,1891,"Apr-Jun","FE","Mirani",5.5,1891,"Apr-Jun","FE","Sarichs",0.23,1891,"Apr-Jun","FE","Whitefd",0.99
"654",1892,"Apr-Jun","FE","Gargett",10.55,1892,"Apr-Jun","FE","Mirani",7.89,1892,"Apr-Jun","FE","Sarichs",3.69,1892,"Apr-Jun","FE","Whitefd",3.01
"655",1893,"Apr-Jun","FE","Gargett",23.76,1893,"Apr-Jun","FE","Mirani",10.84,1893,"Apr-Jun","FE","Sarichs",21.79,1893,"Apr-Jun","FE","Whitefd",9.88
"656",1894,"Apr-Jun","FE","Gargett",11.55,1894,"Apr-Jun","FE","Mirani",12.58,1894,"Apr-Jun","FE","Sarichs",12.44,1894,"Apr-Jun","FE","Whitefd",8.92
"657",1895,"Apr-Jun","FE","Gargett",15.57,1895,"Apr-Jun","FE","Mirani",14.67,1895,"Apr-Jun","FE","Sarichs",31.01,1895,"Apr-Jun","FE","Whitefd",17.64
"658",1896,"Apr-Jun","FE","Gargett",10.21,1896,"Apr-Jun","FE","Mirani",6.94,1896,"Apr-Jun","FE","Sarichs",0.27,1896,"Apr-Jun","FE","Whitefd",1.93
"659",1897,"Apr-Jun","FE","Gargett",18.41,1897,"Apr-Jun","FE","Mirani",15.96,1897,"Apr-Jun","FE","Sarichs",27.9,1897,"Apr-Jun","FE","Whitefd",15.28
"660",1898,"Apr-Jun","FE","Gargett",17.98,1898,"Apr-Jun","FE","Mirani",10.38,1898,"Apr-Jun","FE","Sarichs",7.7,1898,"Apr-Jun","FE","Whitefd",4.17
"661",1899,"Apr-Jun","FE","Gargett",8.88,1899,"Apr-Jun","FE","Mirani",4.22,1899,"Apr-Jun","FE","Sarichs",0.2,1899,"Apr-Jun","FE","Whitefd",1.33
"662",1900,"Apr-Jun","FE","Gargett",12.31,1900,"Apr-Jun","FE","Mirani",10.73,1900,"Apr-Jun","FE","Sarichs",3.26,1900,"Apr-Jun","FE","Whitefd",3.23
"663",1901,"Apr-Jun","FE","Gargett",3.92,1901,"Apr-Jun","FE","Mirani",2.54,1901,"Apr-Jun","FE","Sarichs",1.58,1901,"Apr-Jun","FE","Whitefd",2.11
"664",1902,"Apr-Jun","FE","Gargett",16.57,1902,"Apr-Jun","FE","Mirani",5.74,1902,"Apr-Jun","FE","Sarichs",7.92,1902,"Apr-Jun","FE","Whitefd",5.29
"665",1903,"Apr-Jun","FE","Gargett",11.02,1903,"Apr-Jun","FE","Mirani",7.91,1903,"Apr-Jun","FE","Sarichs",2.83,1903,"Apr-Jun","FE","Whitefd",2.93
"666",1904,"Apr-Jun","FE","Gargett",10.64,1904,"Apr-Jun","FE","Mirani",6.41,1904,"Apr-Jun","FE","Sarichs",4.73,1904,"Apr-Jun","FE","Whitefd",4.01
"667",1905,"Apr-Jun","FE","Gargett",16.99,1905,"Apr-Jun","FE","Mirani",10.52,1905,"Apr-Jun","FE","Sarichs",27.96,1905,"Apr-Jun","FE","Whitefd",15.39
"668",1906,"Apr-Jun","FE","Gargett",9.77,1906,"Apr-Jun","FE","Mirani",6.88,1906,"Apr-Jun","FE","Sarichs",1.52,1906,"Apr-Jun","FE","Whitefd",1.95
"669",1907,"Apr-Jun","FE","Gargett",18.76,1907,"Apr-Jun","FE","Mirani",10.87,1907,"Apr-Jun","FE","Sarichs",16.38,1907,"Apr-Jun","FE","Whitefd",9.44
"670",1908,"Apr-Jun","FE","Gargett",11.09,1908,"Apr-Jun","FE","Mirani",10.09,1908,"Apr-Jun","FE","Sarichs",3.8,1908,"Apr-Jun","FE","Whitefd",3.86
"671",1909,"Apr-Jun","FE","Gargett",20.33,1909,"Apr-Jun","FE","Mirani",18.82,1909,"Apr-Jun","FE","Sarichs",32.62,1909,"Apr-Jun","FE","Whitefd",16.45
"672",1910,"Apr-Jun","FE","Gargett",16.76,1910,"Apr-Jun","FE","Mirani",9.89,1910,"Apr-Jun","FE","Sarichs",14.11,1910,"Apr-Jun","FE","Whitefd",7.85
"673",1911,"Apr-Jun","FE","Gargett",9.71,1911,"Apr-Jun","FE","Mirani",4.95,1911,"Apr-Jun","FE","Sarichs",0.93,1911,"Apr-Jun","FE","Whitefd",1.47
"674",1912,"Apr-Jun","FE","Gargett",22.68,1912,"Apr-Jun","FE","Mirani",15.89,1912,"Apr-Jun","FE","Sarichs",20.64,1912,"Apr-Jun","FE","Whitefd",11.65
"675",1913,"Apr-Jun","FE","Gargett",15.43,1913,"Apr-Jun","FE","Mirani",10.71,1913,"Apr-Jun","FE","Sarichs",9.49,1913,"Apr-Jun","FE","Whitefd",5.3
"676",1914,"Apr-Jun","FE","Gargett",10.76,1914,"Apr-Jun","FE","Mirani",8.89,1914,"Apr-Jun","FE","Sarichs",0,1914,"Apr-Jun","FE","Whitefd",0
"677",1915,"Apr-Jun","FE","Gargett",8.78,1915,"Apr-Jun","FE","Mirani",3.55,1915,"Apr-Jun","FE","Sarichs",0,1915,"Apr-Jun","FE","Whitefd",0
"678",1916,"Apr-Jun","FE","Gargett",12.47,1916,"Apr-Jun","FE","Mirani",8.13,1916,"Apr-Jun","FE","Sarichs",13.74,1916,"Apr-Jun","FE","Whitefd",8.47
"679",1917,"Apr-Jun","FE","Gargett",15.75,1917,"Apr-Jun","FE","Mirani",13.02,1917,"Apr-Jun","FE","Sarichs",19.12,1917,"Apr-Jun","FE","Whitefd",10.74
"680",1918,"Apr-Jun","FE","Gargett",17.09,1918,"Apr-Jun","FE","Mirani",5.71,1918,"Apr-Jun","FE","Sarichs",5.59,1918,"Apr-Jun","FE","Whitefd",3.02
