"","ï..Year","Season","Scenario","Site","Habitat"
"2032",1970,"Oct-Dec","FE","Mirani",8.42
"2033",1971,"Oct-Dec","FE","Mirani",9.72
"2034",1972,"Oct-Dec","FE","Mirani",11.94
"2035",1973,"Oct-Dec","FE","Mirani",2.88
"2036",1974,"Oct-Dec","FE","Mirani",4.5
"2037",1975,"Oct-Dec","FE","Mirani",3.51
"2038",1976,"Oct-Dec","FE","Mirani",5.05
"2039",1977,"Oct-Dec","FE","Mirani",5.99
"2040",1978,"Oct-Dec","FE","Mirani",6.89
"2041",1979,"Oct-Dec","FE","Mirani",9.83
"2042",1980,"Oct-Dec","FE","Mirani",7.29
"2043",1981,"Oct-Dec","FE","Mirani",6.14
"2044",1982,"Oct-Dec","FE","Mirani",11.89
"2045",1983,"Oct-Dec","FE","Mirani",9.14
"2046",1984,"Oct-Dec","FE","Mirani",8.56
"2047",1985,"Oct-Dec","FE","Mirani",2.56
"2048",1986,"Oct-Dec","FE","Mirani",11.56
"2049",1987,"Oct-Dec","FE","Mirani",2.76
"2050",1988,"Oct-Dec","FE","Mirani",5.31
"2051",1989,"Oct-Dec","FE","Mirani",5.4
"2052",1990,"Oct-Dec","FE","Mirani",8.48
"2053",1991,"Oct-Dec","FE","Mirani",7.2
"2054",1992,"Oct-Dec","FE","Mirani",11.54
"2055",1993,"Oct-Dec","FE","Mirani",2.63
"2056",1994,"Oct-Dec","FE","Mirani",4.47
"2057",1995,"Oct-Dec","FE","Mirani",2.11
"2058",1996,"Oct-Dec","FE","Mirani",3.33
"2059",1997,"Oct-Dec","FE","Mirani",8.45
"2060",1998,"Oct-Dec","FE","Mirani",6.6
"2061",1999,"Oct-Dec","FE","Mirani",3.03
"2062",2000,"Oct-Dec","FE","Mirani",2.92
"2063",2001,"Oct-Dec","FE","Mirani",10.91
"2064",2002,"Oct-Dec","FE","Mirani",11.95
"2065",2003,"Oct-Dec","FE","Mirani",11.83
"2066",2004,"Oct-Dec","FE","Mirani",2.41
"2067",2005,"Oct-Dec","FE","Mirani",3.32
"2068",2006,"Oct-Dec","FE","Mirani",2.13
"2069",2007,"Oct-Dec","FE","Mirani",5.28
"2070",2008,"Oct-Dec","FE","Mirani",10.37
"2071",2009,"Oct-Dec","FE","Mirani",11.86
"2072",2010,"Oct-Dec","FE","Mirani",2.64
"2073",2011,"Oct-Dec","FE","Mirani",7.9
"2074",2012,"Oct-Dec","FE","Mirani",7.86
"2075",2013,"Oct-Dec","FE","Mirani",8.89
"2076",2014,"Oct-Dec","FE","Mirani",8.58
"2077",2015,"Oct-Dec","FE","Mirani",9.88
"2078",2016,"Oct-Dec","FE","Mirani",5.18
"2079",2017,"Oct-Dec","FE","Mirani",3.2
"2080",2018,"Oct-Dec","FE","Mirani",2.82
"2081",1889,"Jan-Mar","PD","Sarichs",2.5
"2082",1890,"Jan-Mar","PD","Sarichs",6.86
"2083",1891,"Jan-Mar","PD","Sarichs",4.53
"2084",1892,"Jan-Mar","PD","Sarichs",3.28
"2085",1893,"Jan-Mar","PD","Sarichs",5.51
"2086",1894,"Jan-Mar","PD","Sarichs",13.91
"2087",1895,"Jan-Mar","PD","Sarichs",5.31
"2088",1896,"Jan-Mar","PD","Sarichs",5.84
"2089",1897,"Jan-Mar","PD","Sarichs",3.26
"2090",1898,"Jan-Mar","PD","Sarichs",2.63
"2091",1899,"Jan-Mar","PD","Sarichs",5.34
"2092",1900,"Jan-Mar","PD","Sarichs",6.57
"2093",1901,"Jan-Mar","PD","Sarichs",1.4
"2094",1902,"Jan-Mar","PD","Sarichs",1.51
"2095",1903,"Jan-Mar","PD","Sarichs",7.94
"2096",1904,"Jan-Mar","PD","Sarichs",11.19
"2097",1905,"Jan-Mar","PD","Sarichs",3.34
"2098",1906,"Jan-Mar","PD","Sarichs",4.85
"2099",1907,"Jan-Mar","PD","Sarichs",5.92
"2100",1908,"Jan-Mar","PD","Sarichs",5.45
"2101",1909,"Jan-Mar","PD","Sarichs",0.33
"2102",1910,"Jan-Mar","PD","Sarichs",9
"2103",1911,"Jan-Mar","PD","Sarichs",1.13
"2104",1912,"Jan-Mar","PD","Sarichs",3.75
"2105",1913,"Jan-Mar","PD","Sarichs",10.93
"2106",1914,"Jan-Mar","PD","Sarichs",0
"2107",1915,"Jan-Mar","PD","Sarichs",0
"2108",1916,"Jan-Mar","PD","Sarichs",2.42
"2109",1917,"Jan-Mar","PD","Sarichs",1.54
"2110",1918,"Jan-Mar","PD","Sarichs",4.02
"2111",1919,"Jan-Mar","PD","Sarichs",2.71
"2112",1920,"Jan-Mar","PD","Sarichs",3.44
"2113",1921,"Jan-Mar","PD","Sarichs",6.87
"2114",1922,"Jan-Mar","PD","Sarichs",3.02
"2115",1923,"Jan-Mar","PD","Sarichs",0.65
"2116",1924,"Jan-Mar","PD","Sarichs",2.57
"2117",1925,"Jan-Mar","PD","Sarichs",1.75
"2118",1926,"Jan-Mar","PD","Sarichs",4.31
"2119",1927,"Jan-Mar","PD","Sarichs",5.53
"2120",1928,"Jan-Mar","PD","Sarichs",6.68
"2121",1929,"Jan-Mar","PD","Sarichs",7.8
"2122",1930,"Jan-Mar","PD","Sarichs",1.33
"2123",1931,"Jan-Mar","PD","Sarichs",5.23
"2124",1932,"Jan-Mar","PD","Sarichs",3.6
"2125",1933,"Jan-Mar","PD","Sarichs",6.87
"2126",1934,"Jan-Mar","PD","Sarichs",0
"2127",1935,"Jan-Mar","PD","Sarichs",0.22
"2128",1936,"Jan-Mar","PD","Sarichs",3.35
"2129",1937,"Jan-Mar","PD","Sarichs",1.3
"2130",1938,"Jan-Mar","PD","Sarichs",2.55
"2131",1939,"Jan-Mar","PD","Sarichs",0.72
"2132",1940,"Jan-Mar","PD","Sarichs",5.91
"2133",1941,"Jan-Mar","PD","Sarichs",4.17
"2134",1942,"Jan-Mar","PD","Sarichs",9.24
"2135",1943,"Jan-Mar","PD","Sarichs",3.31
"2136",1944,"Jan-Mar","PD","Sarichs",0.93
"2137",1945,"Jan-Mar","PD","Sarichs",4.87
"2138",1946,"Jan-Mar","PD","Sarichs",4.51
"2139",1947,"Jan-Mar","PD","Sarichs",2.86
"2140",1948,"Jan-Mar","PD","Sarichs",0.58
"2141",1949,"Jan-Mar","PD","Sarichs",0.46
"2142",1950,"Jan-Mar","PD","Sarichs",15.68
"2143",1951,"Jan-Mar","PD","Sarichs",4.99
"2144",1952,"Jan-Mar","PD","Sarichs",6.6
"2145",1953,"Jan-Mar","PD","Sarichs",2.03
"2146",1954,"Jan-Mar","PD","Sarichs",0.19
"2147",1955,"Jan-Mar","PD","Sarichs",0.58
"2148",1956,"Jan-Mar","PD","Sarichs",7.26
"2149",1957,"Jan-Mar","PD","Sarichs",10.12
"2150",1958,"Jan-Mar","PD","Sarichs",4.52
"2151",1959,"Jan-Mar","PD","Sarichs",5.04
"2152",1960,"Jan-Mar","PD","Sarichs",3.16
"2153",1961,"Jan-Mar","PD","Sarichs",2.1
"2154",1962,"Jan-Mar","PD","Sarichs",8.75
"2155",1963,"Jan-Mar","PD","Sarichs",0.32
"2156",1964,"Jan-Mar","PD","Sarichs",0
"2157",1965,"Jan-Mar","PD","Sarichs",4.88
"2158",1966,"Jan-Mar","PD","Sarichs",0.43
"2159",1967,"Jan-Mar","PD","Sarichs",3.99
"2160",1968,"Jan-Mar","PD","Sarichs",0.55
"2161",1969,"Jan-Mar","PD","Sarichs",10.32
"2162",1970,"Jan-Mar","PD","Sarichs",3.63
"2163",1971,"Jan-Mar","PD","Sarichs",10.66
"2164",1972,"Jan-Mar","PD","Sarichs",1.45
"2165",1973,"Jan-Mar","PD","Sarichs",0.11
"2166",1974,"Jan-Mar","PD","Sarichs",4.77
"2167",1975,"Jan-Mar","PD","Sarichs",1.33
"2168",1976,"Jan-Mar","PD","Sarichs",4.5
"2169",1977,"Jan-Mar","PD","Sarichs",6.12
"2170",1978,"Jan-Mar","PD","Sarichs",1.11
"2171",1979,"Jan-Mar","PD","Sarichs",9.21
"2172",1980,"Jan-Mar","PD","Sarichs",4.38
"2173",1981,"Jan-Mar","PD","Sarichs",1.13
"2174",1982,"Jan-Mar","PD","Sarichs",0.22
"2175",1983,"Jan-Mar","PD","Sarichs",1.94
"2176",1984,"Jan-Mar","PD","Sarichs",1.22
"2177",1985,"Jan-Mar","PD","Sarichs",3.59
"2178",1986,"Jan-Mar","PD","Sarichs",0
"2179",1987,"Jan-Mar","PD","Sarichs",1.6
"2180",1988,"Jan-Mar","PD","Sarichs",4.27
"2181",1989,"Jan-Mar","PD","Sarichs",0.02
"2182",1990,"Jan-Mar","PD","Sarichs",9.73
"2183",1991,"Jan-Mar","PD","Sarichs",0.54
"2184",1992,"Jan-Mar","PD","Sarichs",1.49
"2185",1993,"Jan-Mar","PD","Sarichs",1.53
"2186",1994,"Jan-Mar","PD","Sarichs",1.76
"2187",1995,"Jan-Mar","PD","Sarichs",1.24
"2188",1996,"Jan-Mar","PD","Sarichs",0.43
"2189",1997,"Jan-Mar","PD","Sarichs",3.85
"2190",1998,"Jan-Mar","PD","Sarichs",3.29
"2191",1999,"Jan-Mar","PD","Sarichs",2.4
"2192",2000,"Jan-Mar","PD","Sarichs",8.87
"2193",2001,"Jan-Mar","PD","Sarichs",1.72
"2194",2002,"Jan-Mar","PD","Sarichs",0.83
"2195",2003,"Jan-Mar","PD","Sarichs",1.43
"2196",2004,"Jan-Mar","PD","Sarichs",1.74
"2197",2005,"Jan-Mar","PD","Sarichs",0.02
"2198",2006,"Jan-Mar","PD","Sarichs",5.87
"2199",2007,"Jan-Mar","PD","Sarichs",9.53
"2200",2008,"Jan-Mar","PD","Sarichs",6.4
"2201",2009,"Jan-Mar","PD","Sarichs",1.42
"2202",2010,"Jan-Mar","PD","Sarichs",2.37
"2203",2011,"Jan-Mar","PD","Sarichs",3.58
"2204",2012,"Jan-Mar","PD","Sarichs",8.91
"2205",2013,"Jan-Mar","PD","Sarichs",2.59
"2206",2014,"Jan-Mar","PD","Sarichs",5.16
"2207",2015,"Jan-Mar","PD","Sarichs",1.55
"2208",2016,"Jan-Mar","PD","Sarichs",4.74
"2209",2017,"Jan-Mar","PD","Sarichs",2.29
"2210",2018,"Jan-Mar","PD","Sarichs",8.75
"2211",1889,"Apr-Jun","PD","Sarichs",29.44
"2212",1890,"Apr-Jun","PD","Sarichs",24.6
"2213",1891,"Apr-Jun","PD","Sarichs",0.99
"2214",1892,"Apr-Jun","PD","Sarichs",5.95
"2215",1893,"Apr-Jun","PD","Sarichs",21.92
"2216",1894,"Apr-Jun","PD","Sarichs",15.54
"2217",1895,"Apr-Jun","PD","Sarichs",33.15
"2218",1896,"Apr-Jun","PD","Sarichs",1.06
"2219",1897,"Apr-Jun","PD","Sarichs",30.36
"2220",1898,"Apr-Jun","PD","Sarichs",9.21
"2221",1899,"Apr-Jun","PD","Sarichs",0.93
"2222",1900,"Apr-Jun","PD","Sarichs",5.19
"2223",1901,"Apr-Jun","PD","Sarichs",0
"2224",1902,"Apr-Jun","PD","Sarichs",9.95
"2225",1903,"Apr-Jun","PD","Sarichs",4.8
"2226",1904,"Apr-Jun","PD","Sarichs",5.96
"2227",1905,"Apr-Jun","PD","Sarichs",30.75
"2228",1906,"Apr-Jun","PD","Sarichs",3.21
"2229",1907,"Apr-Jun","PD","Sarichs",19.06
"2230",1908,"Apr-Jun","PD","Sarichs",5.87
"2231",1909,"Apr-Jun","PD","Sarichs",33.99
"2232",1910,"Apr-Jun","PD","Sarichs",17.24
"2233",1911,"Apr-Jun","PD","Sarichs",2.48
"2234",1912,"Apr-Jun","PD","Sarichs",23.58
"2235",1913,"Apr-Jun","PD","Sarichs",12.21
"2236",1914,"Apr-Jun","PD","Sarichs",0
"2237",1915,"Apr-Jun","PD","Sarichs",0
"2238",1916,"Apr-Jun","PD","Sarichs",16.83
"2239",1917,"Apr-Jun","PD","Sarichs",23.13
"2240",1918,"Apr-Jun","PD","Sarichs",10.08
"2241",1919,"Apr-Jun","PD","Sarichs",5.81
"2242",1920,"Apr-Jun","PD","Sarichs",18.07
"2243",1921,"Apr-Jun","PD","Sarichs",2.28
"2244",1922,"Apr-Jun","PD","Sarichs",1.46
"2245",1923,"Apr-Jun","PD","Sarichs",9.07
"2246",1924,"Apr-Jun","PD","Sarichs",10.85
"2247",1925,"Apr-Jun","PD","Sarichs",0.99
"2248",1926,"Apr-Jun","PD","Sarichs",6.44
"2249",1927,"Apr-Jun","PD","Sarichs",11.66
"2250",1928,"Apr-Jun","PD","Sarichs",14.96
"2251",1929,"Apr-Jun","PD","Sarichs",8.61
"2252",1930,"Apr-Jun","PD","Sarichs",3.33
"2253",1931,"Apr-Jun","PD","Sarichs",3.35
"2254",1932,"Apr-Jun","PD","Sarichs",2.48
"2255",1933,"Apr-Jun","PD","Sarichs",9.35
"2256",1934,"Apr-Jun","PD","Sarichs",0
"2257",1935,"Apr-Jun","PD","Sarichs",20.31
"2258",1936,"Apr-Jun","PD","Sarichs",6.87
"2259",1937,"Apr-Jun","PD","Sarichs",5.93
"2260",1938,"Apr-Jun","PD","Sarichs",8.43
"2261",1939,"Apr-Jun","PD","Sarichs",21.21
"2262",1940,"Apr-Jun","PD","Sarichs",18.65
"2263",1941,"Apr-Jun","PD","Sarichs",8.87
"2264",1942,"Apr-Jun","PD","Sarichs",21.21
"2265",1943,"Apr-Jun","PD","Sarichs",10.59
"2266",1944,"Apr-Jun","PD","Sarichs",4.43
"2267",1945,"Apr-Jun","PD","Sarichs",20.26
"2268",1946,"Apr-Jun","PD","Sarichs",9.42
"2269",1947,"Apr-Jun","PD","Sarichs",1.54
"2270",1948,"Apr-Jun","PD","Sarichs",9.25
"2271",1949,"Apr-Jun","PD","Sarichs",21.19
"2272",1950,"Apr-Jun","PD","Sarichs",16.86
"2273",1951,"Apr-Jun","PD","Sarichs",4.37
"2274",1952,"Apr-Jun","PD","Sarichs",7.89
"2275",1953,"Apr-Jun","PD","Sarichs",26.55
"2276",1954,"Apr-Jun","PD","Sarichs",31.89
"2277",1955,"Apr-Jun","PD","Sarichs",6.68
"2278",1956,"Apr-Jun","PD","Sarichs",2.74
"2279",1957,"Apr-Jun","PD","Sarichs",26.6
"2280",1958,"Apr-Jun","PD","Sarichs",7.63
"2281",1959,"Apr-Jun","PD","Sarichs",19.61
"2282",1960,"Apr-Jun","PD","Sarichs",6.27
"2283",1961,"Apr-Jun","PD","Sarichs",6.81
"2284",1962,"Apr-Jun","PD","Sarichs",29.69
"2285",1963,"Apr-Jun","PD","Sarichs",4.13
"2286",1964,"Apr-Jun","PD","Sarichs",0
"2287",1965,"Apr-Jun","PD","Sarichs",1.54
"2288",1966,"Apr-Jun","PD","Sarichs",0.05
"2289",1967,"Apr-Jun","PD","Sarichs",7.99
"2290",1968,"Apr-Jun","PD","Sarichs",1.35
"2291",1969,"Apr-Jun","PD","Sarichs",5.15
"2292",1970,"Apr-Jun","PD","Sarichs",9.53
"2293",1971,"Apr-Jun","PD","Sarichs",14.38
"2294",1972,"Apr-Jun","PD","Sarichs",4.18
"2295",1973,"Apr-Jun","PD","Sarichs",28.81
"2296",1974,"Apr-Jun","PD","Sarichs",7.49
"2297",1975,"Apr-Jun","PD","Sarichs",27.02
"2298",1976,"Apr-Jun","PD","Sarichs",30.21
"2299",1977,"Apr-Jun","PD","Sarichs",6.53
"2300",1978,"Apr-Jun","PD","Sarichs",30.56
"2301",1979,"Apr-Jun","PD","Sarichs",6.55
"2302",1980,"Apr-Jun","PD","Sarichs",8.97
"2303",1981,"Apr-Jun","PD","Sarichs",2.54
"2304",1982,"Apr-Jun","PD","Sarichs",2.01
"2305",1983,"Apr-Jun","PD","Sarichs",0.68
"2306",1984,"Apr-Jun","PD","Sarichs",8.48
"2307",1985,"Apr-Jun","PD","Sarichs",2.49
"2308",1986,"Apr-Jun","PD","Sarichs",0.06
"2309",1987,"Apr-Jun","PD","Sarichs",5.02
"2310",1988,"Apr-Jun","PD","Sarichs",7.33
"2311",1989,"Apr-Jun","PD","Sarichs",11.88
"2312",1990,"Apr-Jun","PD","Sarichs",24.64
"2313",1991,"Apr-Jun","PD","Sarichs",0.14
"2314",1992,"Apr-Jun","PD","Sarichs",0
"2315",1993,"Apr-Jun","PD","Sarichs",1.84
"2316",1994,"Apr-Jun","PD","Sarichs",0.52
"2317",1995,"Apr-Jun","PD","Sarichs",2.1
"2318",1996,"Apr-Jun","PD","Sarichs",6.26
"2319",1997,"Apr-Jun","PD","Sarichs",0.87
"2320",1998,"Apr-Jun","PD","Sarichs",13.24
"2321",1999,"Apr-Jun","PD","Sarichs",11.74
"2322",2000,"Apr-Jun","PD","Sarichs",11.34
"2323",2001,"Apr-Jun","PD","Sarichs",1.47
"2324",2002,"Apr-Jun","PD","Sarichs",2.16
"2325",2003,"Apr-Jun","PD","Sarichs",0.31
"2326",2004,"Apr-Jun","PD","Sarichs",0.05
"2327",2005,"Apr-Jun","PD","Sarichs",0.81
"2328",2006,"Apr-Jun","PD","Sarichs",5.46
"2329",2007,"Apr-Jun","PD","Sarichs",8.78
"2330",2008,"Apr-Jun","PD","Sarichs",13.59
"2331",2009,"Apr-Jun","PD","Sarichs",21.64
"2332",2010,"Apr-Jun","PD","Sarichs",23
"2333",2011,"Apr-Jun","PD","Sarichs",19.68
"2334",2012,"Apr-Jun","PD","Sarichs",24.61
"2335",2013,"Apr-Jun","PD","Sarichs",10.6
"2336",2014,"Apr-Jun","PD","Sarichs",1.94
"2337",2015,"Apr-Jun","PD","Sarichs",2.53
"2338",2016,"Apr-Jun","PD","Sarichs",11.61
"2339",2017,"Apr-Jun","PD","Sarichs",4.41
"2340",2018,"Apr-Jun","PD","Sarichs",11.04
"2341",1889,"Jul-Sep","PD","Sarichs",2.93
"2342",1890,"Jul-Sep","PD","Sarichs",7.81
"2343",1891,"Jul-Sep","PD","Sarichs",17.97
"2344",1892,"Jul-Sep","PD","Sarichs",0
"2345",1893,"Jul-Sep","PD","Sarichs",3.39
"2346",1894,"Jul-Sep","PD","Sarichs",21.26
"2347",1895,"Jul-Sep","PD","Sarichs",1.17
"2348",1896,"Jul-Sep","PD","Sarichs",5.02
"2349",1897,"Jul-Sep","PD","Sarichs",0
"2350",1898,"Jul-Sep","PD","Sarichs",6.09
"2351",1899,"Jul-Sep","PD","Sarichs",1.67
"2352",1900,"Jul-Sep","PD","Sarichs",0
"2353",1901,"Jul-Sep","PD","Sarichs",0.14
"2354",1902,"Jul-Sep","PD","Sarichs",0
"2355",1903,"Jul-Sep","PD","Sarichs",2.22
"2356",1904,"Jul-Sep","PD","Sarichs",0.08
"2357",1905,"Jul-Sep","PD","Sarichs",0.26
"2358",1906,"Jul-Sep","PD","Sarichs",7.19
"2359",1907,"Jul-Sep","PD","Sarichs",1.65
"2360",1908,"Jul-Sep","PD","Sarichs",4.93
"2361",1909,"Jul-Sep","PD","Sarichs",0.08
"2362",1910,"Jul-Sep","PD","Sarichs",6.59
"2363",1911,"Jul-Sep","PD","Sarichs",3.46
"2364",1912,"Jul-Sep","PD","Sarichs",5.51
"2365",1913,"Jul-Sep","PD","Sarichs",7.1
"2366",1914,"Jul-Sep","PD","Sarichs",5.41
"2367",1915,"Jul-Sep","PD","Sarichs",0
"2368",1916,"Jul-Sep","PD","Sarichs",1.08
"2369",1917,"Jul-Sep","PD","Sarichs",6.1
"2370",1918,"Jul-Sep","PD","Sarichs",4.12
"2371",1919,"Jul-Sep","PD","Sarichs",4.3
"2372",1920,"Jul-Sep","PD","Sarichs",3.75
"2373",1921,"Jul-Sep","PD","Sarichs",6.33
"2374",1922,"Jul-Sep","PD","Sarichs",2.06
"2375",1923,"Jul-Sep","PD","Sarichs",0.56
"2376",1924,"Jul-Sep","PD","Sarichs",3.41
"2377",1925,"Jul-Sep","PD","Sarichs",1.6
"2378",1926,"Jul-Sep","PD","Sarichs",0
"2379",1927,"Jul-Sep","PD","Sarichs",0.57
"2380",1928,"Jul-Sep","PD","Sarichs",4.34
"2381",1929,"Jul-Sep","PD","Sarichs",4.28
"2382",1930,"Jul-Sep","PD","Sarichs",7.85
"2383",1931,"Jul-Sep","PD","Sarichs",0
"2384",1932,"Jul-Sep","PD","Sarichs",0.02
"2385",1933,"Jul-Sep","PD","Sarichs",5.18
"2386",1934,"Jul-Sep","PD","Sarichs",0.34
"2387",1935,"Jul-Sep","PD","Sarichs",0
"2388",1936,"Jul-Sep","PD","Sarichs",9.4
"2389",1937,"Jul-Sep","PD","Sarichs",0.65
"2390",1938,"Jul-Sep","PD","Sarichs",2.58
"2391",1939,"Jul-Sep","PD","Sarichs",1.75
"2392",1940,"Jul-Sep","PD","Sarichs",8.92
"2393",1941,"Jul-Sep","PD","Sarichs",9.85
"2394",1942,"Jul-Sep","PD","Sarichs",7.56
"2395",1943,"Jul-Sep","PD","Sarichs",8
"2396",1944,"Jul-Sep","PD","Sarichs",1.56
"2397",1945,"Jul-Sep","PD","Sarichs",0.56
"2398",1946,"Jul-Sep","PD","Sarichs",1.62
"2399",1947,"Jul-Sep","PD","Sarichs",2.02
"2400",1948,"Jul-Sep","PD","Sarichs",0
"2401",1949,"Jul-Sep","PD","Sarichs",1.21
"2402",1950,"Jul-Sep","PD","Sarichs",24.48
"2403",1951,"Jul-Sep","PD","Sarichs",2.47
"2404",1952,"Jul-Sep","PD","Sarichs",1.64
"2405",1953,"Jul-Sep","PD","Sarichs",0.34
"2406",1954,"Jul-Sep","PD","Sarichs",7.05
"2407",1955,"Jul-Sep","PD","Sarichs",12.78
"2408",1956,"Jul-Sep","PD","Sarichs",14.87
"2409",1957,"Jul-Sep","PD","Sarichs",1.02
"2410",1958,"Jul-Sep","PD","Sarichs",8.47
"2411",1959,"Jul-Sep","PD","Sarichs",0.43
"2412",1960,"Jul-Sep","PD","Sarichs",1.78
"2413",1961,"Jul-Sep","PD","Sarichs",0.3
"2414",1962,"Jul-Sep","PD","Sarichs",0.36
"2415",1963,"Jul-Sep","PD","Sarichs",9.27
"2416",1964,"Jul-Sep","PD","Sarichs",2.13
"2417",1965,"Jul-Sep","PD","Sarichs",0
"2418",1966,"Jul-Sep","PD","Sarichs",0
"2419",1967,"Jul-Sep","PD","Sarichs",1.37
"2420",1968,"Jul-Sep","PD","Sarichs",1.96
"2421",1969,"Jul-Sep","PD","Sarichs",0.22
"2422",1970,"Jul-Sep","PD","Sarichs",0.24
"2423",1971,"Jul-Sep","PD","Sarichs",1.91
"2424",1972,"Jul-Sep","PD","Sarichs",2.03
"2425",1973,"Jul-Sep","PD","Sarichs",0.23
"2426",1974,"Jul-Sep","PD","Sarichs",9.15
"2427",1975,"Jul-Sep","PD","Sarichs",2.26
"2428",1976,"Jul-Sep","PD","Sarichs",10.24
"2429",1977,"Jul-Sep","PD","Sarichs",10.4
"2430",1978,"Jul-Sep","PD","Sarichs",1.56
"2431",1979,"Jul-Sep","PD","Sarichs",8.02
"2432",1980,"Jul-Sep","PD","Sarichs",1.9
"2433",1981,"Jul-Sep","PD","Sarichs",3.8
"2434",1982,"Jul-Sep","PD","Sarichs",0
"2435",1983,"Jul-Sep","PD","Sarichs",0.71
"2436",1984,"Jul-Sep","PD","Sarichs",0.28
"2437",1985,"Jul-Sep","PD","Sarichs",3.48
"2438",1986,"Jul-Sep","PD","Sarichs",0
"2439",1987,"Jul-Sep","PD","Sarichs",0.52
"2440",1988,"Jul-Sep","PD","Sarichs",6.12
"2441",1989,"Jul-Sep","PD","Sarichs",24.36
"2442",1990,"Jul-Sep","PD","Sarichs",16.05
"2443",1991,"Jul-Sep","PD","Sarichs",5.44
"2444",1992,"Jul-Sep","PD","Sarichs",0
"2445",1993,"Jul-Sep","PD","Sarichs",0.03
"2446",1994,"Jul-Sep","PD","Sarichs",0.06
"2447",1995,"Jul-Sep","PD","Sarichs",0.01
"2448",1996,"Jul-Sep","PD","Sarichs",0.24
"2449",1997,"Jul-Sep","PD","Sarichs",0.99
"2450",1998,"Jul-Sep","PD","Sarichs",1.53
"2451",1999,"Jul-Sep","PD","Sarichs",4.18
"2452",2000,"Jul-Sep","PD","Sarichs",12.95
"2453",2001,"Jul-Sep","PD","Sarichs",2.87
"2454",2002,"Jul-Sep","PD","Sarichs",1.54
"2455",2003,"Jul-Sep","PD","Sarichs",0.18
"2456",2004,"Jul-Sep","PD","Sarichs",0
"2457",2005,"Jul-Sep","PD","Sarichs",0
"2458",2006,"Jul-Sep","PD","Sarichs",0.37
"2459",2007,"Jul-Sep","PD","Sarichs",4.8
"2460",2008,"Jul-Sep","PD","Sarichs",3.03
"2461",2009,"Jul-Sep","PD","Sarichs",3.73
"2462",2010,"Jul-Sep","PD","Sarichs",9.23
"2463",2011,"Jul-Sep","PD","Sarichs",9.64
"2464",2012,"Jul-Sep","PD","Sarichs",13.7
"2465",2013,"Jul-Sep","PD","Sarichs",5.83
"2466",2014,"Jul-Sep","PD","Sarichs",1.91
"2467",2015,"Jul-Sep","PD","Sarichs",0.48
"2468",2016,"Jul-Sep","PD","Sarichs",3.6
"2469",2017,"Jul-Sep","PD","Sarichs",6.28
"2470",2018,"Jul-Sep","PD","Sarichs",0.49
"2471",1889,"Oct-Dec","PD","Sarichs",1.94
"2472",1890,"Oct-Dec","PD","Sarichs",5.46
"2473",1891,"Oct-Dec","PD","Sarichs",1.3
"2474",1892,"Oct-Dec","PD","Sarichs",0
"2475",1893,"Oct-Dec","PD","Sarichs",2.72
"2476",1894,"Oct-Dec","PD","Sarichs",4.02
"2477",1895,"Oct-Dec","PD","Sarichs",0
"2478",1896,"Oct-Dec","PD","Sarichs",0
"2479",1897,"Oct-Dec","PD","Sarichs",0
"2480",1898,"Oct-Dec","PD","Sarichs",0.05
"2481",1899,"Oct-Dec","PD","Sarichs",0
"2482",1900,"Oct-Dec","PD","Sarichs",0
"2483",1901,"Oct-Dec","PD","Sarichs",0
"2484",1902,"Oct-Dec","PD","Sarichs",0
"2485",1903,"Oct-Dec","PD","Sarichs",0.69
"2486",1904,"Oct-Dec","PD","Sarichs",0
"2487",1905,"Oct-Dec","PD","Sarichs",0.06
"2488",1906,"Oct-Dec","PD","Sarichs",1.33
"2489",1907,"Oct-Dec","PD","Sarichs",0.13
"2490",1908,"Oct-Dec","PD","Sarichs",0
"2491",1909,"Oct-Dec","PD","Sarichs",0.11
"2492",1910,"Oct-Dec","PD","Sarichs",0.05
"2493",1911,"Oct-Dec","PD","Sarichs",0
"2494",1912,"Oct-Dec","PD","Sarichs",0.1
"2495",1913,"Oct-Dec","PD","Sarichs",0.15
"2496",1914,"Oct-Dec","PD","Sarichs",0.13
"2497",1915,"Oct-Dec","PD","Sarichs",0
"2498",1916,"Oct-Dec","PD","Sarichs",1.15
"2499",1917,"Oct-Dec","PD","Sarichs",1.87
"2500",1918,"Oct-Dec","PD","Sarichs",0
"2501",1919,"Oct-Dec","PD","Sarichs",0
"2502",1920,"Oct-Dec","PD","Sarichs",0
"2503",1921,"Oct-Dec","PD","Sarichs",5.59
"2504",1922,"Oct-Dec","PD","Sarichs",0.05
"2505",1923,"Oct-Dec","PD","Sarichs",0
"2506",1924,"Oct-Dec","PD","Sarichs",0.1
"2507",1925,"Oct-Dec","PD","Sarichs",0
"2508",1926,"Oct-Dec","PD","Sarichs",0
"2509",1927,"Oct-Dec","PD","Sarichs",0.16
"2510",1928,"Oct-Dec","PD","Sarichs",0.81
"2511",1929,"Oct-Dec","PD","Sarichs",0.41
"2512",1930,"Oct-Dec","PD","Sarichs",0.38
"2513",1931,"Oct-Dec","PD","Sarichs",0.54
"2514",1932,"Oct-Dec","PD","Sarichs",0
"2515",1933,"Oct-Dec","PD","Sarichs",4.4
"2516",1934,"Oct-Dec","PD","Sarichs",0.62
"2517",1935,"Oct-Dec","PD","Sarichs",0
"2518",1936,"Oct-Dec","PD","Sarichs",0.59
