Year,Season,Scenario,Site,Habitat
1967,Jul-Sep,PD,Sarichs,1.37
1968,Jul-Sep,PD,Sarichs,1.96
1969,Jul-Sep,PD,Sarichs,0.22
1970,Jul-Sep,PD,Sarichs,0.24
1971,Jul-Sep,PD,Sarichs,1.91
1972,Jul-Sep,PD,Sarichs,2.03
1973,Jul-Sep,PD,Sarichs,0.23
1974,Jul-Sep,PD,Sarichs,9.15
1975,Jul-Sep,PD,Sarichs,2.26
1976,Jul-Sep,PD,Sarichs,10.24
1977,Jul-Sep,PD,Sarichs,10.4
1978,Jul-Sep,PD,Sarichs,1.56
1979,Jul-Sep,PD,Sarichs,8.02
1980,Jul-Sep,PD,Sarichs,1.9
1981,Jul-Sep,PD,Sarichs,3.8
1982,Jul-Sep,PD,Sarichs,0
1983,Jul-Sep,PD,Sarichs,0.71
1984,Jul-Sep,PD,Sarichs,0.28
1985,Jul-Sep,PD,Sarichs,3.48
1986,Jul-Sep,PD,Sarichs,0
1987,Jul-Sep,PD,Sarichs,0.52
1988,Jul-Sep,PD,Sarichs,6.12
1989,Jul-Sep,PD,Sarichs,24.36
1990,Jul-Sep,PD,Sarichs,16.05
1991,Jul-Sep,PD,Sarichs,5.44
1992,Jul-Sep,PD,Sarichs,0
1993,Jul-Sep,PD,Sarichs,0.03
1994,Jul-Sep,PD,Sarichs,0.06
1995,Jul-Sep,PD,Sarichs,0.01
1996,Jul-Sep,PD,Sarichs,0.24
1997,Jul-Sep,PD,Sarichs,0.99
1998,Jul-Sep,PD,Sarichs,1.53
1999,Jul-Sep,PD,Sarichs,4.18
2000,Jul-Sep,PD,Sarichs,12.95
2001,Jul-Sep,PD,Sarichs,2.87
2002,Jul-Sep,PD,Sarichs,1.54
2003,Jul-Sep,PD,Sarichs,0.18
2004,Jul-Sep,PD,Sarichs,0
2005,Jul-Sep,PD,Sarichs,0
2006,Jul-Sep,PD,Sarichs,0.37
2007,Jul-Sep,PD,Sarichs,4.8
2008,Jul-Sep,PD,Sarichs,3.03
2009,Jul-Sep,PD,Sarichs,3.73
2010,Jul-Sep,PD,Sarichs,9.23
2011,Jul-Sep,PD,Sarichs,9.64
2012,Jul-Sep,PD,Sarichs,13.7
2013,Jul-Sep,PD,Sarichs,5.83
2014,Jul-Sep,PD,Sarichs,1.91
2015,Jul-Sep,PD,Sarichs,0.48
2016,Jul-Sep,PD,Sarichs,3.6
2017,Jul-Sep,PD,Sarichs,6.28
2018,Jul-Sep,PD,Sarichs,0.49
1889,Oct-Dec,PD,Sarichs,1.94
1890,Oct-Dec,PD,Sarichs,5.46
1891,Oct-Dec,PD,Sarichs,1.3
1892,Oct-Dec,PD,Sarichs,0
1893,Oct-Dec,PD,Sarichs,2.72
1894,Oct-Dec,PD,Sarichs,4.02
1895,Oct-Dec,PD,Sarichs,0
1896,Oct-Dec,PD,Sarichs,0
1897,Oct-Dec,PD,Sarichs,0
1898,Oct-Dec,PD,Sarichs,0.05
1899,Oct-Dec,PD,Sarichs,0
1900,Oct-Dec,PD,Sarichs,0
1901,Oct-Dec,PD,Sarichs,0
1902,Oct-Dec,PD,Sarichs,0
1903,Oct-Dec,PD,Sarichs,0.69
1904,Oct-Dec,PD,Sarichs,0
1905,Oct-Dec,PD,Sarichs,0.06
1906,Oct-Dec,PD,Sarichs,1.33
1907,Oct-Dec,PD,Sarichs,0.13
1908,Oct-Dec,PD,Sarichs,0
1909,Oct-Dec,PD,Sarichs,0.11
1910,Oct-Dec,PD,Sarichs,0.05
1911,Oct-Dec,PD,Sarichs,0
1912,Oct-Dec,PD,Sarichs,0.1
1913,Oct-Dec,PD,Sarichs,0.15
1914,Oct-Dec,PD,Sarichs,0.13
1915,Oct-Dec,PD,Sarichs,0
1916,Oct-Dec,PD,Sarichs,1.15
1917,Oct-Dec,PD,Sarichs,1.87
1918,Oct-Dec,PD,Sarichs,0
1919,Oct-Dec,PD,Sarichs,0
1920,Oct-Dec,PD,Sarichs,0
1921,Oct-Dec,PD,Sarichs,5.59
1922,Oct-Dec,PD,Sarichs,0.05
1923,Oct-Dec,PD,Sarichs,0
1924,Oct-Dec,PD,Sarichs,0.1
1925,Oct-Dec,PD,Sarichs,0
1926,Oct-Dec,PD,Sarichs,0
1927,Oct-Dec,PD,Sarichs,0.16
1928,Oct-Dec,PD,Sarichs,0.81
1929,Oct-Dec,PD,Sarichs,0.41
1930,Oct-Dec,PD,Sarichs,0.38
1931,Oct-Dec,PD,Sarichs,0.54
1932,Oct-Dec,PD,Sarichs,0
1933,Oct-Dec,PD,Sarichs,4.4
1934,Oct-Dec,PD,Sarichs,0.62
1935,Oct-Dec,PD,Sarichs,0
1936,Oct-Dec,PD,Sarichs,0.59
1937,Oct-Dec,PD,Sarichs,0
1938,Oct-Dec,PD,Sarichs,0
1939,Oct-Dec,PD,Sarichs,0
1940,Oct-Dec,PD,Sarichs,2.34
1941,Oct-Dec,PD,Sarichs,0.63
1942,Oct-Dec,PD,Sarichs,1.25
1943,Oct-Dec,PD,Sarichs,0
1944,Oct-Dec,PD,Sarichs,0
1945,Oct-Dec,PD,Sarichs,0.35
1946,Oct-Dec,PD,Sarichs,0
1947,Oct-Dec,PD,Sarichs,0.01
1948,Oct-Dec,PD,Sarichs,0
1949,Oct-Dec,PD,Sarichs,0
1950,Oct-Dec,PD,Sarichs,15.06
1951,Oct-Dec,PD,Sarichs,0
1952,Oct-Dec,PD,Sarichs,0
1953,Oct-Dec,PD,Sarichs,0
1954,Oct-Dec,PD,Sarichs,1.22
1955,Oct-Dec,PD,Sarichs,0.71
1956,Oct-Dec,PD,Sarichs,4.19
1957,Oct-Dec,PD,Sarichs,0.08
1958,Oct-Dec,PD,Sarichs,0.21
1959,Oct-Dec,PD,Sarichs,0
1960,Oct-Dec,PD,Sarichs,0
1961,Oct-Dec,PD,Sarichs,0.47
1962,Oct-Dec,PD,Sarichs,0
1963,Oct-Dec,PD,Sarichs,0.92
1964,Oct-Dec,PD,Sarichs,0
1965,Oct-Dec,PD,Sarichs,0.18
1966,Oct-Dec,PD,Sarichs,0
1967,Oct-Dec,PD,Sarichs,0.04
1968,Oct-Dec,PD,Sarichs,0
1969,Oct-Dec,PD,Sarichs,0
1970,Oct-Dec,PD,Sarichs,0.14
1971,Oct-Dec,PD,Sarichs,0
1972,Oct-Dec,PD,Sarichs,0
1973,Oct-Dec,PD,Sarichs,0.73
1974,Oct-Dec,PD,Sarichs,3.25
1975,Oct-Dec,PD,Sarichs,0.93
1976,Oct-Dec,PD,Sarichs,2.58
1977,Oct-Dec,PD,Sarichs,1.34
1978,Oct-Dec,PD,Sarichs,0.33
1979,Oct-Dec,PD,Sarichs,1.53
1980,Oct-Dec,PD,Sarichs,0.2
1981,Oct-Dec,PD,Sarichs,1.08
1982,Oct-Dec,PD,Sarichs,0
1983,Oct-Dec,PD,Sarichs,0.62
1984,Oct-Dec,PD,Sarichs,0.07
1985,Oct-Dec,PD,Sarichs,2.66
1986,Oct-Dec,PD,Sarichs,0
1987,Oct-Dec,PD,Sarichs,0
1988,Oct-Dec,PD,Sarichs,3.01
1989,Oct-Dec,PD,Sarichs,3.54
1990,Oct-Dec,PD,Sarichs,0.76
1991,Oct-Dec,PD,Sarichs,0.17
1992,Oct-Dec,PD,Sarichs,0
1993,Oct-Dec,PD,Sarichs,0.27
1994,Oct-Dec,PD,Sarichs,0
1995,Oct-Dec,PD,Sarichs,0
1996,Oct-Dec,PD,Sarichs,0
1997,Oct-Dec,PD,Sarichs,0.07
1998,Oct-Dec,PD,Sarichs,5.83
1999,Oct-Dec,PD,Sarichs,1.17
2000,Oct-Dec,PD,Sarichs,3.63
2001,Oct-Dec,PD,Sarichs,1.23
2002,Oct-Dec,PD,Sarichs,0.34
2003,Oct-Dec,PD,Sarichs,0.61
2004,Oct-Dec,PD,Sarichs,0.36
2005,Oct-Dec,PD,Sarichs,0
2006,Oct-Dec,PD,Sarichs,0
2007,Oct-Dec,PD,Sarichs,0.66
2008,Oct-Dec,PD,Sarichs,0.53
2009,Oct-Dec,PD,Sarichs,0.14
2010,Oct-Dec,PD,Sarichs,5.16
2011,Oct-Dec,PD,Sarichs,2.74
2012,Oct-Dec,PD,Sarichs,3.35
2013,Oct-Dec,PD,Sarichs,0
2014,Oct-Dec,PD,Sarichs,0.61
2015,Oct-Dec,PD,Sarichs,1.35
2016,Oct-Dec,PD,Sarichs,0.71
2017,Oct-Dec,PD,Sarichs,3.44
2018,Oct-Dec,PD,Sarichs,1.68
1889,Jan-Mar,FE,Sarichs,2.4
1890,Jan-Mar,FE,Sarichs,6.83
1891,Jan-Mar,FE,Sarichs,3.23
1892,Jan-Mar,FE,Sarichs,3.08
1893,Jan-Mar,FE,Sarichs,3.89
1894,Jan-Mar,FE,Sarichs,12.95
1895,Jan-Mar,FE,Sarichs,5.21
1896,Jan-Mar,FE,Sarichs,2.74
1897,Jan-Mar,FE,Sarichs,3.79
1898,Jan-Mar,FE,Sarichs,2.54
1899,Jan-Mar,FE,Sarichs,3.73
1900,Jan-Mar,FE,Sarichs,5.21
1901,Jan-Mar,FE,Sarichs,0.7
1902,Jan-Mar,FE,Sarichs,0.76
1903,Jan-Mar,FE,Sarichs,6.05
1904,Jan-Mar,FE,Sarichs,8.25
1905,Jan-Mar,FE,Sarichs,4.12
1906,Jan-Mar,FE,Sarichs,4.28
1907,Jan-Mar,FE,Sarichs,5.32
1908,Jan-Mar,FE,Sarichs,4.85
1909,Jan-Mar,FE,Sarichs,0.43
1910,Jan-Mar,FE,Sarichs,8.83
1911,Jan-Mar,FE,Sarichs,0.83
1912,Jan-Mar,FE,Sarichs,3.65
1913,Jan-Mar,FE,Sarichs,7.28
1914,Jan-Mar,FE,Sarichs,0
1915,Jan-Mar,FE,Sarichs,0
1916,Jan-Mar,FE,Sarichs,2.59
1917,Jan-Mar,FE,Sarichs,1.29
1918,Jan-Mar,FE,Sarichs,2.52
1919,Jan-Mar,FE,Sarichs,1.3
1920,Jan-Mar,FE,Sarichs,2.86
1921,Jan-Mar,FE,Sarichs,4.86
1922,Jan-Mar,FE,Sarichs,0.71
1923,Jan-Mar,FE,Sarichs,0.69
1924,Jan-Mar,FE,Sarichs,2.38
1925,Jan-Mar,FE,Sarichs,0.11
1926,Jan-Mar,FE,Sarichs,5.2
1927,Jan-Mar,FE,Sarichs,5.05
1928,Jan-Mar,FE,Sarichs,4.96
1929,Jan-Mar,FE,Sarichs,5.63
1930,Jan-Mar,FE,Sarichs,0.08
1931,Jan-Mar,FE,Sarichs,2.41
1932,Jan-Mar,FE,Sarichs,2.18
1933,Jan-Mar,FE,Sarichs,5.4
1934,Jan-Mar,FE,Sarichs,0
1935,Jan-Mar,FE,Sarichs,0.05
1936,Jan-Mar,FE,Sarichs,1.95
1937,Jan-Mar,FE,Sarichs,0.28
1938,Jan-Mar,FE,Sarichs,2.39
1939,Jan-Mar,FE,Sarichs,0.32
1940,Jan-Mar,FE,Sarichs,5.06
1941,Jan-Mar,FE,Sarichs,2.99
1942,Jan-Mar,FE,Sarichs,8.83
1943,Jan-Mar,FE,Sarichs,2.55
1944,Jan-Mar,FE,Sarichs,0.62
1945,Jan-Mar,FE,Sarichs,5.45
1946,Jan-Mar,FE,Sarichs,2.64
1947,Jan-Mar,FE,Sarichs,1.95
1948,Jan-Mar,FE,Sarichs,0.87
1949,Jan-Mar,FE,Sarichs,0.49
1950,Jan-Mar,FE,Sarichs,14.6
1951,Jan-Mar,FE,Sarichs,3.7
1952,Jan-Mar,FE,Sarichs,4.08
1953,Jan-Mar,FE,Sarichs,2.38
1954,Jan-Mar,FE,Sarichs,0.75
1955,Jan-Mar,FE,Sarichs,0.51
1956,Jan-Mar,FE,Sarichs,6.09
1957,Jan-Mar,FE,Sarichs,9.13
1958,Jan-Mar,FE,Sarichs,4.14
1959,Jan-Mar,FE,Sarichs,3.91
1960,Jan-Mar,FE,Sarichs,1.74
1961,Jan-Mar,FE,Sarichs,1.5
1962,Jan-Mar,FE,Sarichs,7.74
1963,Jan-Mar,FE,Sarichs,0
1964,Jan-Mar,FE,Sarichs,0
1965,Jan-Mar,FE,Sarichs,4.11
1966,Jan-Mar,FE,Sarichs,0
1967,Jan-Mar,FE,Sarichs,2.97
1968,Jan-Mar,FE,Sarichs,0.01
1969,Jan-Mar,FE,Sarichs,9.03
1970,Jan-Mar,FE,Sarichs,2.19
1971,Jan-Mar,FE,Sarichs,9.45
1972,Jan-Mar,FE,Sarichs,0.6
1973,Jan-Mar,FE,Sarichs,0.38
1974,Jan-Mar,FE,Sarichs,3.64
1975,Jan-Mar,FE,Sarichs,1.21
1976,Jan-Mar,FE,Sarichs,2.16
1977,Jan-Mar,FE,Sarichs,4.53
1978,Jan-Mar,FE,Sarichs,0.19
1979,Jan-Mar,FE,Sarichs,5.96
1980,Jan-Mar,FE,Sarichs,2.69
1981,Jan-Mar,FE,Sarichs,0.94
1982,Jan-Mar,FE,Sarichs,0.14
1983,Jan-Mar,FE,Sarichs,0.71
1984,Jan-Mar,FE,Sarichs,0.47
1985,Jan-Mar,FE,Sarichs,1.68
1986,Jan-Mar,FE,Sarichs,0
1987,Jan-Mar,FE,Sarichs,1.32
1988,Jan-Mar,FE,Sarichs,3.65
1989,Jan-Mar,FE,Sarichs,0
1990,Jan-Mar,FE,Sarichs,9.47
1991,Jan-Mar,FE,Sarichs,0.43
1992,Jan-Mar,FE,Sarichs,1.27
1993,Jan-Mar,FE,Sarichs,0.91
1994,Jan-Mar,FE,Sarichs,0.33
1995,Jan-Mar,FE,Sarichs,0.34
1996,Jan-Mar,FE,Sarichs,0.46
1997,Jan-Mar,FE,Sarichs,2.42
1998,Jan-Mar,FE,Sarichs,2.93
1999,Jan-Mar,FE,Sarichs,2.21
2000,Jan-Mar,FE,Sarichs,8.19
2001,Jan-Mar,FE,Sarichs,1.05
2002,Jan-Mar,FE,Sarichs,0.3
2003,Jan-Mar,FE,Sarichs,0.95
2004,Jan-Mar,FE,Sarichs,0.54
2005,Jan-Mar,FE,Sarichs,0.02
2006,Jan-Mar,FE,Sarichs,5.24
2007,Jan-Mar,FE,Sarichs,9.18
2008,Jan-Mar,FE,Sarichs,5.57
2009,Jan-Mar,FE,Sarichs,1.1
2010,Jan-Mar,FE,Sarichs,2.25
2011,Jan-Mar,FE,Sarichs,2.78
2012,Jan-Mar,FE,Sarichs,8.72
2013,Jan-Mar,FE,Sarichs,2.25
2014,Jan-Mar,FE,Sarichs,3.73
2015,Jan-Mar,FE,Sarichs,0.89
2016,Jan-Mar,FE,Sarichs,3.38
2017,Jan-Mar,FE,Sarichs,1.65
2018,Jan-Mar,FE,Sarichs,6.25
1889,Apr-Jun,FE,Sarichs,28.27
1890,Apr-Jun,FE,Sarichs,23.29
1891,Apr-Jun,FE,Sarichs,0.23
1892,Apr-Jun,FE,Sarichs,3.69
1893,Apr-Jun,FE,Sarichs,21.79
1894,Apr-Jun,FE,Sarichs,12.44
1895,Apr-Jun,FE,Sarichs,31.01
1896,Apr-Jun,FE,Sarichs,0.27
1897,Apr-Jun,FE,Sarichs,27.9
1898,Apr-Jun,FE,Sarichs,7.7
1899,Apr-Jun,FE,Sarichs,0.2
1900,Apr-Jun,FE,Sarichs,3.26
1901,Apr-Jun,FE,Sarichs,1.58
1902,Apr-Jun,FE,Sarichs,7.92
1903,Apr-Jun,FE,Sarichs,2.83
1904,Apr-Jun,FE,Sarichs,4.73
1905,Apr-Jun,FE,Sarichs,27.96
1906,Apr-Jun,FE,Sarichs,1.52
1907,Apr-Jun,FE,Sarichs,16.38
1908,Apr-Jun,FE,Sarichs,3.8
1909,Apr-Jun,FE,Sarichs,32.62
1910,Apr-Jun,FE,Sarichs,14.11
1911,Apr-Jun,FE,Sarichs,0.93
1912,Apr-Jun,FE,Sarichs,20.64
1913,Apr-Jun,FE,Sarichs,9.49
1914,Apr-Jun,FE,Sarichs,0
1915,Apr-Jun,FE,Sarichs,0
1916,Apr-Jun,FE,Sarichs,13.74
1917,Apr-Jun,FE,Sarichs,19.12
1918,Apr-Jun,FE,Sarichs,5.59
1919,Apr-Jun,FE,Sarichs,4.14
1920,Apr-Jun,FE,Sarichs,15
1921,Apr-Jun,FE,Sarichs,1
1922,Apr-Jun,FE,Sarichs,0.33
1923,Apr-Jun,FE,Sarichs,5.61
1924,Apr-Jun,FE,Sarichs,8.33
1925,Apr-Jun,FE,Sarichs,0
1926,Apr-Jun,FE,Sarichs,3.71
1927,Apr-Jun,FE,Sarichs,13.21
1928,Apr-Jun,FE,Sarichs,13.1
1929,Apr-Jun,FE,Sarichs,7.06
1930,Apr-Jun,FE,Sarichs,0.44
1931,Apr-Jun,FE,Sarichs,1.28
1932,Apr-Jun,FE,Sarichs,0.55
1933,Apr-Jun,FE,Sarichs,7.25
1934,Apr-Jun,FE,Sarichs,0
1935,Apr-Jun,FE,Sarichs,18.54
1936,Apr-Jun,FE,Sarichs,3.61
1937,Apr-Jun,FE,Sarichs,2.31
1938,Apr-Jun,FE,Sarichs,5.61
1939,Apr-Jun,FE,Sarichs,18.35
1940,Apr-Jun,FE,Sarichs,21.37
1941,Apr-Jun,FE,Sarichs,5.89
1942,Apr-Jun,FE,Sarichs,16.83
1943,Apr-Jun,FE,Sarichs,6.47
1944,Apr-Jun,FE,Sarichs,1.35
1945,Apr-Jun,FE,Sarichs,17.87
1946,Apr-Jun,FE,Sarichs,7.19
1947,Apr-Jun,FE,Sarichs,0
1948,Apr-Jun,FE,Sarichs,6.98
1949,Apr-Jun,FE,Sarichs,17.1
1950,Apr-Jun,FE,Sarichs,13.05
1951,Apr-Jun,FE,Sarichs,2.25
1952,Apr-Jun,FE,Sarichs,5.69
1953,Apr-Jun,FE,Sarichs,23.9
1954,Apr-Jun,FE,Sarichs,30.72
1955,Apr-Jun,FE,Sarichs,6.55
1956,Apr-Jun,FE,Sarichs,1.21
1957,Apr-Jun,FE,Sarichs,22.23
1958,Apr-Jun,FE,Sarichs,5.33
1959,Apr-Jun,FE,Sarichs,16.21
1960,Apr-Jun,FE,Sarichs,3.81
1961,Apr-Jun,FE,Sarichs,4.59
1962,Apr-Jun,FE,Sarichs,27.68
1963,Apr-Jun,FE,Sarichs,1.28
1964,Apr-Jun,FE,Sarichs,0
1965,Apr-Jun,FE,Sarichs,0.84
1966,Apr-Jun,FE,Sarichs,0
1967,Apr-Jun,FE,Sarichs,5.84
1968,Apr-Jun,FE,Sarichs,0.28
1969,Apr-Jun,FE,Sarichs,2.42
1970,Apr-Jun,FE,Sarichs,5.98
1971,Apr-Jun,FE,Sarichs,11.22
1972,Apr-Jun,FE,Sarichs,1.7
1973,Apr-Jun,FE,Sarichs,26.73
1974,Apr-Jun,FE,Sarichs,5.68
1975,Apr-Jun,FE,Sarichs,24.92
1976,Apr-Jun,FE,Sarichs,27.99
1977,Apr-Jun,FE,Sarichs,4.17
1978,Apr-Jun,FE,Sarichs,27.98
1979,Apr-Jun,FE,Sarichs,5.31
1980,Apr-Jun,FE,Sarichs,7.04
1981,Apr-Jun,FE,Sarichs,0.3
1982,Apr-Jun,FE,Sarichs,1.69
1983,Apr-Jun,FE,Sarichs,0
1984,Apr-Jun,FE,Sarichs,6.54
1985,Apr-Jun,FE,Sarichs,0.65
1986,Apr-Jun,FE,Sarichs,0
1987,Apr-Jun,FE,Sarichs,2.13
1988,Apr-Jun,FE,Sarichs,7.19
1989,Apr-Jun,FE,Sarichs,10.72
1990,Apr-Jun,FE,Sarichs,21.58
1991,Apr-Jun,FE,Sarichs,0.13
1992,Apr-Jun,FE,Sarichs,0
1993,Apr-Jun,FE,Sarichs,0.74
1994,Apr-Jun,FE,Sarichs,0
1995,Apr-Jun,FE,Sarichs,0.38
1996,Apr-Jun,FE,Sarichs,5.6
1997,Apr-Jun,FE,Sarichs,0.07
1998,Apr-Jun,FE,Sarichs,11.58
1999,Apr-Jun,FE,Sarichs,10.67
2000,Apr-Jun,FE,Sarichs,9.86
2001,Apr-Jun,FE,Sarichs,0.87
2002,Apr-Jun,FE,Sarichs,1
2003,Apr-Jun,FE,Sarichs,0.15
2004,Apr-Jun,FE,Sarichs,0
2005,Apr-Jun,FE,Sarichs,0.55
2006,Apr-Jun,FE,Sarichs,4.04
2007,Apr-Jun,FE,Sarichs,6.93
2008,Apr-Jun,FE,Sarichs,11.11
2009,Apr-Jun,FE,Sarichs,18.97
2010,Apr-Jun,FE,Sarichs,20.53
2011,Apr-Jun,FE,Sarichs,17.81
2012,Apr-Jun,FE,Sarichs,22.32
2013,Apr-Jun,FE,Sarichs,9.15
2014,Apr-Jun,FE,Sarichs,0.88
2015,Apr-Jun,FE,Sarichs,1.55
2016,Apr-Jun,FE,Sarichs,8.92
2017,Apr-Jun,FE,Sarichs,2.35
2018,Apr-Jun,FE,Sarichs,9.34
1889,Jul-Sep,FE,Sarichs,1.24
1890,Jul-Sep,FE,Sarichs,6.53
1891,Jul-Sep,FE,Sarichs,13.33
1892,Jul-Sep,FE,Sarichs,0
1893,Jul-Sep,FE,Sarichs,2.35
1894,Jul-Sep,FE,Sarichs,18.72
1895,Jul-Sep,FE,Sarichs,0.49
1896,Jul-Sep,FE,Sarichs,3.74
1897,Jul-Sep,FE,Sarichs,0
1898,Jul-Sep,FE,Sarichs,4.92
1899,Jul-Sep,FE,Sarichs,0.49
1900,Jul-Sep,FE,Sarichs,0
1901,Jul-Sep,FE,Sarichs,0
1902,Jul-Sep,FE,Sarichs,0.57
1903,Jul-Sep,FE,Sarichs,0.94
1904,Jul-Sep,FE,Sarichs,0
1905,Jul-Sep,FE,Sarichs,0
1906,Jul-Sep,FE,Sarichs,5.66
1907,Jul-Sep,FE,Sarichs,0.57
1908,Jul-Sep,FE,Sarichs,3.47
1909,Jul-Sep,FE,Sarichs,0
1910,Jul-Sep,FE,Sarichs,5.41
1911,Jul-Sep,FE,Sarichs,2.15
1912,Jul-Sep,FE,Sarichs,2.95
1913,Jul-Sep,FE,Sarichs,5.43
1914,Jul-Sep,FE,Sarichs,3.27
1915,Jul-Sep,FE,Sarichs,0
1916,Jul-Sep,FE,Sarichs,0.52
1917,Jul-Sep,FE,Sarichs,4.44
1918,Jul-Sep,FE,Sarichs,2.75
1919,Jul-Sep,FE,Sarichs,1.68
1920,Jul-Sep,FE,Sarichs,1.53
1921,Jul-Sep,FE,Sarichs,4.42
1922,Jul-Sep,FE,Sarichs,1.27
1923,Jul-Sep,FE,Sarichs,0
1924,Jul-Sep,FE,Sarichs,1.5
1925,Jul-Sep,FE,Sarichs,0.65
1926,Jul-Sep,FE,Sarichs,0
1927,Jul-Sep,FE,Sarichs,0
1928,Jul-Sep,FE,Sarichs,2.24
1929,Jul-Sep,FE,Sarichs,2.65
1930,Jul-Sep,FE,Sarichs,5.39
1931,Jul-Sep,FE,Sarichs,0
1932,Jul-Sep,FE,Sarichs,0
1933,Jul-Sep,FE,Sarichs,2.68
1934,Jul-Sep,FE,Sarichs,0.08
1935,Jul-Sep,FE,Sarichs,0
1936,Jul-Sep,FE,Sarichs,7.33
1937,Jul-Sep,FE,Sarichs,0
1938,Jul-Sep,FE,Sarichs,1.02
1939,Jul-Sep,FE,Sarichs,0.38
1940,Jul-Sep,FE,Sarichs,7.61
1941,Jul-Sep,FE,Sarichs,7.51
1942,Jul-Sep,FE,Sarichs,5.44
1943,Jul-Sep,FE,Sarichs,7.41
1944,Jul-Sep,FE,Sarichs,0.45
1945,Jul-Sep,FE,Sarichs,0
1946,Jul-Sep,FE,Sarichs,0.76
1947,Jul-Sep,FE,Sarichs,0.69
1948,Jul-Sep,FE,Sarichs,0
1949,Jul-Sep,FE,Sarichs,0.17
1950,Jul-Sep,FE,Sarichs,20.32
1951,Jul-Sep,FE,Sarichs,1.4
1952,Jul-Sep,FE,Sarichs,0.57
1953,Jul-Sep,FE,Sarichs,0
1954,Jul-Sep,FE,Sarichs,5.69
1955,Jul-Sep,FE,Sarichs,9.83
1956,Jul-Sep,FE,Sarichs,12.77
1957,Jul-Sep,FE,Sarichs,0.59
1958,Jul-Sep,FE,Sarichs,6.6
1959,Jul-Sep,FE,Sarichs,0
1960,Jul-Sep,FE,Sarichs,0.93
1961,Jul-Sep,FE,Sarichs,0
1962,Jul-Sep,FE,Sarichs,0
1963,Jul-Sep,FE,Sarichs,7.56
1964,Jul-Sep,FE,Sarichs,0.68
1965,Jul-Sep,FE,Sarichs,0
1966,Jul-Sep,FE,Sarichs,0
1967,Jul-Sep,FE,Sarichs,0.22
1968,Jul-Sep,FE,Sarichs,0.72
1969,Jul-Sep,FE,Sarichs,0
1970,Jul-Sep,FE,Sarichs,0
1971,Jul-Sep,FE,Sarichs,0.36
1972,Jul-Sep,FE,Sarichs,0.74
1973,Jul-Sep,FE,Sarichs,0
1974,Jul-Sep,FE,Sarichs,8.23
1975,Jul-Sep,FE,Sarichs,0.94
1976,Jul-Sep,FE,Sarichs,9.05
1977,Jul-Sep,FE,Sarichs,7.68
1978,Jul-Sep,FE,Sarichs,1.27
1979,Jul-Sep,FE,Sarichs,6.63
1980,Jul-Sep,FE,Sarichs,1.32
1981,Jul-Sep,FE,Sarichs,1.9
1982,Jul-Sep,FE,Sarichs,0
1983,Jul-Sep,FE,Sarichs,0.66
1984,Jul-Sep,FE,Sarichs,0.09
1985,Jul-Sep,FE,Sarichs,1.58
1986,Jul-Sep,FE,Sarichs,0
1987,Jul-Sep,FE,Sarichs,0
1988,Jul-Sep,FE,Sarichs,3.65
1989,Jul-Sep,FE,Sarichs,22.76
1990,Jul-Sep,FE,Sarichs,12.62
1991,Jul-Sep,FE,Sarichs,4.66
1992,Jul-Sep,FE,Sarichs,0
1993,Jul-Sep,FE,Sarichs,0.03
1994,Jul-Sep,FE,Sarichs,0
1995,Jul-Sep,FE,Sarichs,0.01
1996,Jul-Sep,FE,Sarichs,0
1997,Jul-Sep,FE,Sarichs,0.39
1998,Jul-Sep,FE,Sarichs,1.24
1999,Jul-Sep,FE,Sarichs,3
2000,Jul-Sep,FE,Sarichs,9.66
2001,Jul-Sep,FE,Sarichs,1.7
2002,Jul-Sep,FE,Sarichs,0.27
2003,Jul-Sep,FE,Sarichs,0.1
2004,Jul-Sep,FE,Sarichs,0
2005,Jul-Sep,FE,Sarichs,0
2006,Jul-Sep,FE,Sarichs,0.16
2007,Jul-Sep,FE,Sarichs,3.11
2008,Jul-Sep,FE,Sarichs,1.8
2009,Jul-Sep,FE,Sarichs,2.38
2010,Jul-Sep,FE,Sarichs,7.2
2011,Jul-Sep,FE,Sarichs,8.89
2012,Jul-Sep,FE,Sarichs,11.13
2013,Jul-Sep,FE,Sarichs,4.55
2014,Jul-Sep,FE,Sarichs,0.58
2015,Jul-Sep,FE,Sarichs,0.01
2016,Jul-Sep,FE,Sarichs,1.82
2017,Jul-Sep,FE,Sarichs,2.06
2018,Jul-Sep,FE,Sarichs,0
1889,Oct-Dec,FE,Sarichs,1.07
1890,Oct-Dec,FE,Sarichs,2.68
1891,Oct-Dec,FE,Sarichs,0.38
1892,Oct-Dec,FE,Sarichs,0
1893,Oct-Dec,FE,Sarichs,1.05
1894,Oct-Dec,FE,Sarichs,2.3
1895,Oct-Dec,FE,Sarichs,0.88
1896,Oct-Dec,FE,Sarichs,0.48
1897,Oct-Dec,FE,Sarichs,0.84
1898,Oct-Dec,FE,Sarichs,0.49
1899,Oct-Dec,FE,Sarichs,0.28
1900,Oct-Dec,FE,Sarichs,0.83
1901,Oct-Dec,FE,Sarichs,0
1902,Oct-Dec,FE,Sarichs,0
1903,Oct-Dec,FE,Sarichs,0.12
1904,Oct-Dec,FE,Sarichs,0
1905,Oct-Dec,FE,Sarichs,0.01
1906,Oct-Dec,FE,Sarichs,0.83
1907,Oct-Dec,FE,Sarichs,0.11
1908,Oct-Dec,FE,Sarichs,0
